HBName,DailyPositive,CumulativePositive,datevar,rna_value,weekday,day,NHS_Borders,NHS_Dumfries_and_Galloway,NHS_Fife,NHS_Forth_Valley,NHS_Grampian,NHS_Greater_Glasgow_and_Clyde,NHS_Highland,NHS_Lanarkshire,NHS_Lothian,NHS_Orkney,NHS_Shetland,NHS_Tayside,NHS_Western_Isles
NHS Western Isles,0,68,28-Oct-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,88,4365,29-Oct-20,9637,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,7,631,29-Oct-20,3559.217433,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,14,866,29-Oct-20,2546.053245,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,36,2431,29-Oct-20,16282,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,38,2758,29-Oct-20,73967,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,43,3265,29-Oct-20,13326,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,402,21618,29-Oct-20,27030.80587,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,13,1073,29-Oct-20,1321.474888,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,283,12893,29-Oct-20,43032,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,120,9742,29-Oct-20,43502,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,32,29-Oct-20,658,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,67,29-Oct-20,28535,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,56,4106,29-Oct-20,41812,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,68,29-Oct-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,76,4441,30-Oct-20,9637,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,7,638,30-Oct-20,3559.217433,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,14,880,30-Oct-20,2546.053245,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,50,2481,30-Oct-20,83242.76198,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,32,2790,30-Oct-20,2506,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,23,3288,30-Oct-20,13326,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,416,22034,30-Oct-20,69337,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,24,1097,30-Oct-20,107813,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,269,13162,30-Oct-20,43032,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,124,9866,30-Oct-20,43502,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,32,30-Oct-20,658,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,1,68,30-Oct-20,28535,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,53,4159,30-Oct-20,41812,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,68,30-Oct-20,0,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,59,4500,31-Oct-20,9637,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,16,654,31-Oct-20,3559.217433,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,9,889,31-Oct-20,2546.053245,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,33,2514,31-Oct-20,83242.76198,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,26,2816,31-Oct-20,2506,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,7,3295,31-Oct-20,13326,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,273,22307,31-Oct-20,69337,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,11,1108,31-Oct-20,164111,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,185,13347,31-Oct-20,43032,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,92,9958,31-Oct-20,43502,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,32,31-Oct-20,658,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,68,31-Oct-20,28535,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,31,4190,31-Oct-20,41812,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,68,31-Oct-20,0,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,99,4599,01-Nov-20,9637,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,3,657,01-Nov-20,3559.217433,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,6,895,01-Nov-20,2546.053245,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,33,2547,01-Nov-20,83242.76198,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,27,2843,01-Nov-20,2506,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,14,3309,01-Nov-20,13326,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,403,22710,01-Nov-20,69337,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,9,1117,01-Nov-20,164111,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,226,13573,01-Nov-20,43032,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,108,10066,01-Nov-20,43502,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,32,01-Nov-20,658,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,68,01-Nov-20,28535,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,41,4231,01-Nov-20,41812,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,68,01-Nov-20,0,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,87,4686,02-Nov-20,25865,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,8,665,02-Nov-20,3559.217433,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,19,914,02-Nov-20,18586.92485,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,85,2632,02-Nov-20,40969.52153,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,48,2891,02-Nov-20,658,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,45,3354,02-Nov-20,15855,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,607,23317,02-Nov-20,17316,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,14,1131,02-Nov-20,6749,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,324,13897,02-Nov-20,65402,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,157,10223,02-Nov-20,40763,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,32,02-Nov-20,0,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,1,69,02-Nov-20,28535,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,81,4312,02-Nov-20,41812,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,68,02-Nov-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,103,4789,03-Nov-20,25865,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,15,680,03-Nov-20,8629.870494,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,13,927,03-Nov-20,2180,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,76,2708,03-Nov-20,39414,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,68,2959,03-Nov-20,658,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,25,3379,03-Nov-20,15855,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,532,23849,03-Nov-20,18161.43715,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,20,1151,03-Nov-20,14720.85812,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,323,14220,03-Nov-20,207349,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,142,10365,03-Nov-20,40763,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,32,03-Nov-20,0,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,1,70,03-Nov-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,74,4386,03-Nov-20,41812,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,68,03-Nov-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,83,4872,04-Nov-20,25865,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,11,691,04-Nov-20,8629.870494,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,21,948,04-Nov-20,2180,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,64,2772,04-Nov-20,23821,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,40,2999,04-Nov-20,658,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,32,3411,04-Nov-20,15855,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,515,24364,04-Nov-20,20569,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,20,1171,04-Nov-20,4220,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,293,14513,04-Nov-20,32141.00095,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,158,10523,04-Nov-20,40763,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,32,04-Nov-20,0,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,04-Nov-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,65,4451,04-Nov-20,58928,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,68,04-Nov-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,105,4977,05-Nov-20,25865,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,14,705,05-Nov-20,8629.870494,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,20,968,05-Nov-20,2180,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,66,2838,05-Nov-20,23821,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,54,3053,05-Nov-20,658,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,21,3432,05-Nov-20,15855,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,504,24868,05-Nov-20,20569,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,19,1190,05-Nov-20,4220,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,279,14792,05-Nov-20,32141.00095,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,138,10661,05-Nov-20,40763,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,1,33,05-Nov-20,0,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,05-Nov-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,77,4528,05-Nov-20,58928,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,68,05-Nov-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,93,5070,06-Nov-20,25602,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,4,709,06-Nov-20,8629.870494,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,9,977,06-Nov-20,2180,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,46,2884,06-Nov-20,21175,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,29,3082,06-Nov-20,658,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,35,3467,06-Nov-20,5397,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,456,25324,06-Nov-20,34502,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,16,1206,06-Nov-20,19039.8785,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,249,15041,06-Nov-20,153410,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,140,10801,06-Nov-20,40763,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,33,06-Nov-20,0,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,06-Nov-20,0,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,59,4587,06-Nov-20,58928,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,68,06-Nov-20,0,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,75,5145,07-Nov-20,25602,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,3,712,07-Nov-20,8629.870494,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,9,986,07-Nov-20,2180,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,53,2937,07-Nov-20,21175,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,36,3118,07-Nov-20,658,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,20,3487,07-Nov-20,5397,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,310,25634,07-Nov-20,34502,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,6,1212,07-Nov-20,19039.8785,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,182,15223,07-Nov-20,153410,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,109,10910,07-Nov-20,40763,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,33,07-Nov-20,0,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,07-Nov-20,0,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,38,4625,07-Nov-20,58928,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,1,69,07-Nov-20,0,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,83,5228,08-Nov-20,25602,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,4,716,08-Nov-20,8629.870494,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,8,994,08-Nov-20,2180,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,47,2984,08-Nov-20,21175,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,41,3159,08-Nov-20,658,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,20,3507,08-Nov-20,5397,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,317,25951,08-Nov-20,34502,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,9,1221,08-Nov-20,19039.8785,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,196,15419,08-Nov-20,153410,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,100,11010,08-Nov-20,40763,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,33,08-Nov-20,0,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,08-Nov-20,0,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,49,4674,08-Nov-20,58928,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,69,08-Nov-20,0,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,100,5328,09-Nov-20,25602,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,16,732,09-Nov-20,8629.870494,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,17,1011,09-Nov-20,2180,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,69,3053,09-Nov-20,26796,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,49,3208,09-Nov-20,658,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,51,3558,09-Nov-20,5397,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,526,26477,09-Nov-20,90963,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,7,1228,09-Nov-20,2284.940198,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,233,15652,09-Nov-20,55169.07678,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,144,11154,09-Nov-20,26284,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,33,09-Nov-20,0,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,09-Nov-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,82,4756,09-Nov-20,58928,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,2,71,09-Nov-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,74,5402,10-Nov-20,25602,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,9,741,10-Nov-20,14533.77938,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,15,1026,10-Nov-20,6508.257792,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,84,3137,10-Nov-20,32472,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,44,3252,10-Nov-20,658,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,56,3614,10-Nov-20,5397,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,478,26955,10-Nov-20,53777.25077,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,18,1246,10-Nov-20,2284.940198,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,287,15939,10-Nov-20,45236.27823,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,142,11296,10-Nov-20,26284,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,33,10-Nov-20,0,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,10-Nov-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,82,4838,10-Nov-20,58928,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,71,10-Nov-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,100,5502,11-Nov-20,25602,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,8,749,11-Nov-20,14533.77938,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,12,1038,11-Nov-20,6508.257792,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,129,3266,11-Nov-20,13816,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,64,3316,11-Nov-20,4030,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,51,3665,11-Nov-20,5397,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,432,27387,11-Nov-20,83510,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,9,1255,11-Nov-20,3038,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,238,16177,11-Nov-20,86855.17833,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,137,11433,11-Nov-20,26284,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,1,34,11-Nov-20,0,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,11-Nov-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,68,4906,11-Nov-20,20969,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,71,11-Nov-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,81,5583,12-Nov-20,77374,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,8,757,12-Nov-20,14533.77938,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,9,1047,12-Nov-20,207612,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,93,3359,12-Nov-20,53159,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,57,3373,12-Nov-20,4030,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,66,3731,12-Nov-20,5397,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,429,27816,12-Nov-20,54432,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,15,1270,12-Nov-20,3038,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,228,16405,12-Nov-20,86855.17833,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,140,11573,12-Nov-20,26284,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,34,12-Nov-20,0,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,12-Nov-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,68,4974,12-Nov-20,20969,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,2,73,12-Nov-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,67,5650,13-Nov-20,77374,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,13,770,13-Nov-20,14533.77938,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,6,1053,13-Nov-20,207612,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,68,3427,13-Nov-20,18463,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,67,3440,13-Nov-20,4030,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,50,3781,13-Nov-20,5397,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,407,28223,13-Nov-20,54432,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,11,1281,13-Nov-20,5377.768992,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,200,16605,13-Nov-20,198754,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,107,11680,13-Nov-20,26284,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,34,13-Nov-20,0,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,13-Nov-20,0,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,58,5032,13-Nov-20,20969,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,1,74,13-Nov-20,0,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,64,5714,14-Nov-20,77374,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,18,788,14-Nov-20,14533.77938,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,7,1060,14-Nov-20,207612,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,54,3481,14-Nov-20,18463,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,76,3516,14-Nov-20,4030,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,35,3816,14-Nov-20,5397,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,288,28511,14-Nov-20,54432,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,11,1292,14-Nov-20,5377.768992,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,181,16786,14-Nov-20,198754,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,112,11792,14-Nov-20,26284,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,34,14-Nov-20,0,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,70,14-Nov-20,0,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,59,5091,14-Nov-20,20969,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,74,14-Nov-20,0,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
